"chromosome","position","id"
3,43910230,"rs17583742"
3,43944906,"rs145694455"
3,43946035,"rs4491874"
3,44045819,"rs808729"
3,44050226,"rs6779293"
3,44076274,"rs79914448"
3,44089480,"rs11927150"
3,44135945,"rs11708137"
3,44185654,"rs75867895"
3,44188500,"rs4682945"
3,44285414,"rs4608664"
3,44487456,"rs12632439"
3,44527327,"rs13072696"
3,44550812,"rs1920016"
3,44817671,"rs146753246"
3,44935159,"rs72863179"
3,45023316,"rs200764190"
3,45146848,"rs11713965"
3,45174379,"rs9837067"
3,45245223,"rs1541786"
3,45453865,"rs1399703"
3,45465812,"rs3774692"
3,45531551,"rs199964878"
3,45606523,"rs13072648"
3,45610553,"rs267208"
3,45615230,"rs267228"
3,45638766,"rs4682794"
3,45644156,"rs62242183"
3,45674276,"rs74858541"
3,45691327,"rs2742422"
3,45717102,"rs2742395"
3,45729729,"rs2673065"
3,45755458,"rs2251109"
3,45763241,"rs6770261"
3,45787013,"rs12491927"
3,45920349,"rs1488374"
3,45990948,"rs1846616"
3,46017991,"rs35454877"
3,46026832,"rs7623190"
3,46066199,"rs201040623"
3,46137046,"rs75166905"
3,46143187,"rs13083914"
3,46153276,"rs35178150"
3,46173192,"rs2172246"
3,46282160,"rs35520592"
3,46360526,"rs743660"
3,46393800,"rs35479331"
3,46402439,"rs6798291"
3,46468442,"rs6441998"
3,46503917,"rs12489007"
3,46628009,"rs6442010"
3,46907035,"rs7652849"
3,47130916,"rs62246443"
3,47179960,"rs12489211"
3,47300310,"rs2079797"
3,47448329,"rs9683033"
3,47503673,"rs11713413"
3,47516693,"rs11914932"
3,47744304,"rs6442083"
3,47822471,"rs10551637"
3,47887295,"rs319688"
3,48098937,"rs11130155"
3,48672095,"rs9858236"
3,48702846,"rs35064573"
3,48764406,"rs3774628"
3,49095120,"rs11718982"
3,49199736,"rs34006532"
3,49281902,"rs150429489"
3,49297174,"rs3774799"
3,49355186,"rs11720657"
3,49371540,"rs13087851"
3,49505854,"rs9858418"
3,49539583,"rs73074830"
3,49579769,"rs35451560"
3,49934080,"rs7613875"
3,50034718,"rs9844201"
3,50139619,"rs11344459"
3,50552023,"rs399484"
3,50568942,"rs3804627"
3,50575226,"rs399971"
3,50702265,"rs2168866"
3,50836308,"rs6763990"
3,50961384,"rs9869826"
3,51276818,"rs1480358"
3,51345712,"rs1480353"
3,51598176,"rs6807537"
3,51858921,"rs192704222"
3,52041927,"rs7642787"
3,52129172,"rs6773704"
3,52234817,"rs67767125"
3,52259842,"rs3210487"
3,52359425,"rs2306864"
3,52463832,"rs6772191"
3,52632633,"rs4687548"
3,52640185,"rs139364760"
3,52683212,"rs200388335"
3,52777155,"rs6792369"
3,53171477,"rs3773727"
3,53283077,"rs56125165"
3,53447397,"rs554326"
3,53464809,"rs145698387"
3,53498727,"rs3774414"
3,53539858,"rs55828852"
3,53562653,"rs71074927"
3,53682340,"rs1872999"
3,54224985,"rs73087951"
3,54260402,"rs79861153"
3,54280768,"rs12374128"
3,54296528,"rs62254115"
3,54299455,"rs2067965"
3,54459033,"rs13063940"
3,54486187,"rs11927369"
3,54564234,"rs62255460"
3,54571891,"rs13318684"
3,54618715,"rs56356828"
3,54659438,"rs596992"
3,54735668,"rs3906509"
3,54860276,"rs12634786"
3,54876885,"rs2694106"
3,54885244,"rs1405330"
3,55042346,"rs358497"
3,55077024,"rs1870814"
3,55120352,"rs62256237"
3,55200396,"rs1563976"
3,55275571,"rs7649746"
3,55278070,"rs6805013"
3,55301066,"rs358783"
3,55315793,"rs358809"
3,55453288,"rs751193"
3,55549859,"rs1696259"
3,55566453,"rs66620549"
3,55693578,"rs4955864"
3,55702848,"rs709337"
3,55710993,"rs815401"
3,55722092,"rs9827132"
3,55752719,"rs73075145"
3,55777286,"rs11456965"
3,55793385,"rs79876028"
3,55836032,"rs180686788"
3,55864070,"rs17056061"
3,55898471,"rs11929620"
3,55900272,"rs13322687"
3,55923091,"rs2316116"
3,55979347,"rs6770141"
3,55999667,"rs57141558"
3,56074381,"rs9845373"
3,56144388,"rs4974169"
3,56200754,"rs991334"
3,56215226,"rs144643882"
3,56257181,"rs6769152"
3,56397704,"rs11711109"
3,56536918,"rs7646924"
3,56559359,"rs17235670"
3,56593019,"rs1388256"
3,56611677,"rs2317132"
3,56628698,"rs10222629"
3,56694870,"rs7618007"
3,56699768,"rs11712256"
3,56718946,"rs9810507"
3,56726171,"rs6792623"
3,56916848,"rs6445839"
3,56974072,"rs9866798"
3,56984963,"rs3923886"
3,57017691,"rs7653818"
3,57035751,"rs11716088"
3,57067347,"rs6445849"
3,57113100,"rs6445857"
3,57146032,"rs147159619"
3,57264591,"rs2873609"
3,57317789,"rs1589655"
3,57435320,"rs13076082"
3,57495843,"rs6763666"
3,57513477,"rs55900654"
3,57537623,"rs6791972"
3,57582431,"rs141948832"
3,57586939,"rs201504518"
3,57685739,"rs79346373"
3,57713698,"rs34110490"
3,57837222,"rs9848092"
3,57898342,"rs17058645"
3,57919743,"rs1985315"
3,57967106,"rs1658364"
3,57975642,"rs11720285"
3,58105370,"rs7638552"
3,58106618,"rs2177153"
3,58173612,"rs67867712"
3,58209646,"rs1878014"
3,58212987,"rs13098114"
3,58225047,"rs17059051"
3,58245384,"rs6808671"
3,58265674,"rs9809927"
3,58339502,"rs7646093"
3,58373230,"rs6764532"
3,58392354,"rs6787661"
3,59191354,"rs201474122"
3,59267772,"rs6446019"
3,59330698,"rs2053613"
3,59368432,"rs13097999"
3,59413605,"rs189096436"
3,59419398,"rs4679485"
3,59501654,"rs17333781"
3,59515856,"rs34894778"
3,59543537,"rs1995416"
3,59564712,"rs150918701"
3,59586617,"rs1472754"
3,59606453,"rs9810248"
3,59630587,"rs6801449"
3,59654145,"rs13081531"
3,59666090,"rs4679592"
3,59711100,"rs71313730"
3,59778082,"rs780371"
3,59787088,"rs7616694"
3,59793949,"rs562516"
3,59796684,"rs2605433"
3,59859049,"rs652105"
3,59888115,"rs75005223"
3,59920050,"rs1385815"
3,59951270,"rs7625787"
3,59955529,"rs73839797"
3,59977122,"rs57561694"
3,59992976,"rs3772501"
3,60031958,"rs12638206"
3,60156916,"rs7649422"
3,60252399,"rs213397"
3,60282199,"rs11130763"
3,60452292,"rs410351"
3,60508624,"rs9853194"
3,60520510,"rs13064050"
3,60673964,"rs58299945"
3,60725275,"rs75992412"
3,60768472,"rs57203484"
3,60770623,"rs6765136"
3,60775738,"rs13073028"
3,60796272,"rs9754707"
3,60816901,"rs1447921"
3,60817745,"rs2594148"
3,60827006,"rs2736747"
3,60837350,"rs2736754"
3,60860896,"rs183580782"
3,60898304,"rs6446160"
3,60899620,"rs9826649"
3,60930107,"rs6767530"
3,60946682,"rs62267330"
3,60957900,"rs34827609"
3,60965914,"rs12330767"
3,61120703,"rs113762849"
3,61135811,"rs36045711"
3,61141630,"rs9857606"
3,61147237,"rs57125660"
3,61158894,"rs9816826"
3,61287867,"rs1349798"
3,61359275,"rs878540"
3,61441291,"rs1453756"
3,61497938,"rs6782731"
3,61509551,"rs74617794"
3,61561489,"rs75342462"
3,61600449,"rs12715572"
3,61620923,"rs12637596"
3,61627165,"rs62244373"
3,61671449,"rs113962679"
3,61678441,"rs62244416"
3,61735830,"rs657267"
3,61763531,"rs35443698"
3,61840069,"rs6790015"
3,61907927,"rs200172372"
3,61950931,"rs4688668"
3,61954348,"rs61632832"
3,61970678,"rs35883194"
3,62017494,"rs11130870"
3,62066836,"rs349170"
3,62092869,"rs34212624"
3,62169871,"rs73098506"
3,62172148,"rs9853430"
3,62441255,"rs9871209"
3,62489693,"rs6785786"
3,62525603,"rs36024823"
3,62579707,"rs6445279"
3,62692294,"rs148231576"
3,62696118,"rs1876251"
3,62697414,"rs4270498"
3,62701389,"rs80249591"
3,62722766,"rs502000"
3,62756272,"rs56336543"
3,62770082,"rs2367221"
3,62835067,"rs1513142"
3,62844439,"rs581043"
3,62968005,"rs71126566"
3,63101698,"rs1447445"
3,63110028,"rs11711085"
3,63111968,"rs200070824"
3,63199061,"rs13071748"
3,63293322,"rs201130641"
3,63343107,"rs11719344"
3,63386514,"rs9841056"
3,63447113,"rs1451314"
3,63484234,"rs12488538"
3,63488103,"rs9868945"
3,63521867,"rs2221476"
3,63629407,"rs903747"
3,63694100,"rs57160532"
3,63703700,"rs6777280"
3,63732547,"rs62253783"
3,63756676,"rs200917697"
3,63872956,"rs6776209"
3,63918082,"rs6798742"
3,63932015,"rs3774713"
3,64051273,"rs73120926"
3,64116836,"rs1069983"
3,64267291,"rs1471377"
3,64330528,"rs7617591"
3,64347843,"rs866466"
3,64351598,"rs6782213"
3,64410131,"rs6445400"
3,64429433,"rs7611296"
3,64519865,"rs11713906"
3,64573107,"rs57880752"
3,64613858,"rs6794672"
3,64668742,"rs35304379"
3,64670609,"rs4309722"
3,64703336,"rs73126120"
3,64797153,"rs318787"
3,64871281,"rs58278588"
3,64876048,"rs793298"
3,64905917,"rs73125626"
3,64939535,"rs793293"
3,64967077,"rs1720545"
3,64989097,"rs28369437"
3,65062629,"rs6445447"
3,65141444,"rs112109140"
3,65185122,"rs77495934"
3,65248371,"rs922577"
3,65250090,"rs1482605"
3,65251844,"rs781305"
3,65266661,"rs2219867"
3,65289357,"rs73118082"
3,65308049,"rs13093468"
3,65426927,"rs3923375"
3,65455964,"rs11916180"
3,65463883,"rs11919144"
3,65469505,"rs1830020"
3,65475859,"rs7614228"
3,65604790,"rs1524965"
3,65606567,"rs7650275"
3,65662946,"rs10222657"
3,65694143,"rs57662001"
3,65728727,"rs11713431"
3,65732119,"rs17435749"
3,65740758,"rs11131036"
3,65757750,"rs264094"
3,65770920,"rs60978215"
3,65773981,"rs139123700"
3,65882859,"rs35099342"
3,66024491,"rs28645845"
3,66047637,"rs28706479"
3,66058971,"rs28549967"
3,66064892,"rs28561801"
3,66099639,"rs28454906"
3,66180295,"rs149478945"
3,66310233,"rs13070152"
3,66393713,"rs6790222"
3,66488473,"rs199734358"
3,66521028,"rs6549175"
3,66679038,"rs6791996"
3,66724432,"rs6549376"
3,66795129,"rs4487196"
3,66808136,"rs4856964"
3,66828701,"rs9830383"
3,66864264,"rs7648743"
3,66907778,"rs10212465"
3,66950859,"rs1456223"
3,66960614,"rs726083"
3,66965485,"rs6807497"
3,67053191,"rs79538265"
3,67065970,"rs4413261"
3,67079363,"rs11716891"
3,67084964,"rs150611225"
3,67090124,"rs12637758"
3,67132397,"rs6773842"
3,67211080,"rs4569582"
3,67263835,"rs1490246"
3,67269737,"rs7643966"
3,67580492,"rs60133628"
3,67610483,"rs9814167"
3,67616552,"rs2167179"
3,67659759,"rs13090197"
3,67784200,"rs1870541"
3,67794202,"rs34544197"
3,67807872,"rs55650313"
3,67871127,"rs62254933"
3,67872661,"rs73837223"
3,67921640,"rs4856913"
3,67924662,"rs7635638"
3,67981508,"rs111707160"
3,67983304,"rs4603969"
3,67998092,"rs148192588"
3,68025546,"rs4856813"
3,68087403,"rs62245907"
3,68174180,"rs13090817"
3,68188841,"rs4575905"
3,68196326,"rs1388492"
3,68231870,"rs13083523"
3,68325666,"rs35299486"
3,68360223,"rs262234"
3,68473565,"rs34778733"
3,68490561,"rs2175266"
3,68499593,"rs2668168"
3,68502020,"rs17184043"
3,68522166,"rs1158307"
3,68581089,"rs61190524"
3,68585319,"rs7609830"
3,68588137,"rs4508785"
3,68599184,"rs874819"
3,68647093,"rs62246094"
3,68754316,"rs4855505"
3,68797378,"rs13072126"
3,68865900,"rs11128100"
3,68947486,"rs6803374"
3,68976477,"rs4855539"
3,68988481,"rs9310136"
3,69044446,"rs2271118"
3,69049283,"rs3732628"
3,69306765,"rs9844501"
3,69315657,"rs55728052"
3,69508619,"rs904419"
3,69522424,"rs4314173"
3,69590506,"rs4855421"
3,69607824,"rs75098396"
3,69642964,"rs17006272"
3,69794907,"rs6785975"
3,70007207,"rs4293707"
3,70129909,"rs7429651"
3,70147060,"rs12489507"
3,70198099,"rs13064328"
3,70255386,"rs1357268"
3,70346723,"rs805472"
3,70528868,"rs12629093"
3,70574616,"rs1491601"
3,70594445,"rs12636465"
3,70614081,"rs11128184"
3,70892747,"rs56176196"
3,70935195,"rs2140132"
3,71106098,"rs3846028"
3,71180991,"rs4677029"
3,71266335,"rs1522173"
3,71274705,"rs1464497"
3,71280614,"rs113025725"
3,71317674,"rs140135096"
3,71365330,"rs1288683"
3,71413730,"rs11128214"
3,71514409,"rs57929572"
3,71560386,"rs17008749"
3,71746072,"rs11927001"
3,71752678,"rs13069367"
3,71777077,"rs2322144"
3,71798300,"rs10511019"
3,71801410,"rs9873991"
3,71915961,"rs7651958"
3,71987529,"rs1505973"
3,71997469,"rs66953437"
3,72022148,"rs62246666"
3,72038511,"rs13100554"
3,72091380,"rs6771316"
3,72099064,"rs6780369"
3,72235124,"rs9836668"
3,72270813,"rs4677132"
3,72273113,"rs59299939"
3,72283181,"rs11128261"
3,72352627,"rs6787689"
3,72465070,"rs4107"
3,72485581,"rs62244566"
3,72498217,"rs7635737"
3,72550360,"rs6775510"
3,72591031,"rs73109243"
3,72822621,"rs2208"
3,72857109,"rs62249871"
3,72873029,"rs13079651"
3,72901457,"rs34472028"
3,72916208,"rs71300550"
3,72933423,"rs2322693"
3,72964567,"rs13059478"
3,73005760,"rs13094063"
3,73073059,"rs11447352"
3,73123149,"rs301546"
3,73224455,"rs6781870"
3,73225993,"rs4676909"
3,73276791,"rs543082"
3,73278548,"rs1482174"
3,73327753,"rs7613484"
3,73347574,"rs11708744"
3,73380883,"rs55933643"
3,73445698,"rs6777940"
3,73660394,"rs11710663"
3,73666981,"rs9854646"
3,73668878,"rs56018103"
3,73743068,"rs73099921"
3,73805339,"rs75093148"
3,73886854,"rs13077887"
3,73952551,"rs79127162"
3,73956636,"rs34530849"
3,73961629,"rs12330427"
3,73970228,"rs9852485"
3,73981584,"rs62246383"
3,73988455,"rs11718970"
3,74046669,"rs35913820"
3,74054247,"rs36019481"
3,74060936,"rs76540555"
3,74187819,"rs750807"
3,74191730,"rs608390"
3,74201659,"rs36004"
3,74233063,"rs3907393"
3,74235882,"rs3912639"
3,74237978,"rs35968"
3,74391295,"rs6549591"
3,74393497,"rs62267261"
3,74401505,"rs12485864"
3,74416782,"rs7650161"
3,74441728,"rs7432638"
3,74456226,"rs66623295"
3,74512252,"rs7431570"
3,74663602,"rs7623706"
3,74669499,"rs17012751"
3,74765853,"rs6783662"
3,74787876,"rs1358345"
3,74798118,"rs4676985"
3,74974621,"rs4493472"
3,75010984,"rs35440950"
3,75027288,"rs11128420"
3,75039922,"rs12632480"
3,75109301,"rs35115763"
3,75145304,"rs6549701"
3,75280943,"rs79871787"
3,75309321,"rs4676996"
3,75360937,"rs35896296"
3,75389285,"rs6549731"
3,75410452,"rs34389717"
3,75415823,"rs112015024"
3,75457044,"rs2976083"
3,75467234,"rs35929787"
3,75482940,"rs6767069"
3,75488747,"rs6549741"
3,75495442,"rs4544641"
3,75513486,"rs13101133"
3,75519359,"rs2940508"
3,75520606,"rs1703187"
3,75526113,"rs187060"
3,75540078,"rs4677534"
3,75541146,"rs62260249"
3,75544561,"rs4677546"
3,75546671,"rs28566971"
3,75548582,"rs9864157"
3,75551322,"rs113719901"
3,75551424,"rs36118875"
3,75555927,"rs9830612"
3,75557880,"rs13092562"
3,75562070,"rs74528477"
3,75741402,"rs139142483"
3,75757967,"rs200137486"
3,75822837,"rs67934638"
3,75837259,"rs34673549"
3,75865348,"rs9310349"
3,75958625,"rs7635466"
3,76055723,"rs7625148"
3,76172355,"rs13075067"
3,76185756,"rs35160606"
3,76206032,"rs34509816"
3,76295398,"rs113259279"
3,76361244,"rs3849477"
3,76489480,"rs11127545"
3,76498555,"rs1503125"
3,76531487,"rs1839049"
3,76600255,"rs4241413"
3,76668198,"rs9829456"
3,76672261,"rs1349008"
3,76676882,"rs7646877"
3,76682596,"rs56305239"
3,76724683,"rs267125"
3,76761144,"rs4855989"
3,76764377,"rs2608164"
3,76845209,"rs3911524"
3,76854190,"rs62261829"
3,76923652,"rs9827948"
3,77054685,"rs73843462"
3,77113201,"rs9874194"
3,77145042,"rs12494225"
3,77164974,"rs112458515"
3,77185859,"rs7653588"
3,77225375,"rs9813557"
3,77339937,"rs73108186"
3,77446666,"rs12496383"
3,77464767,"rs56333620"
3,77522433,"rs812330"
3,77636887,"rs6792016"
3,77664028,"rs199887897"
3,77670373,"rs62250280"
3,77673477,"rs13092086"
3,77683376,"rs55718952"
3,77715009,"rs71768166"
3,77876555,"rs57515136"
3,77883584,"rs9309780"
3,78006795,"rs7610746"
3,78023627,"rs6785208"
3,78277296,"rs62254606"
3,78377354,"rs9835433"
3,78392260,"rs139738859"
3,78395428,"rs56257733"
3,78403833,"rs9880825"
3,78424217,"rs17016075"
3,78470858,"rs62255759"
3,78513135,"rs9631521"
3,78530254,"rs75217010"
3,78554626,"rs113246844"
3,78561469,"rs9861334"
3,78601981,"rs1507418"
3,78689568,"rs17375110"
3,78691843,"rs17016453"
3,78718834,"rs13075475"
3,78719791,"rs6787349"
3,78767267,"rs11712472"
3,78797346,"rs17311169"
3,78819763,"rs2018432"
3,78908791,"rs484531"
3,78930708,"rs76296090"
3,79303353,"rs6785230"
3,79448273,"rs9309822"
3,79540203,"rs4504143"
3,79563405,"rs11718665"
3,79569769,"rs67301021"
3,79583438,"rs4582019"
3,79620124,"rs9870670"
3,79688370,"rs7429100"
3,79710384,"rs199757120"
3,79714901,"rs13062828"
3,79760852,"rs13325743"
3,79769521,"rs58139349"
3,79805388,"rs201623085"
3,79840346,"rs80312644"
3,79922710,"rs34969544"
3,79935986,"rs1872058"
3,79966309,"rs201663449"
3,79982336,"rs189222289"
3,79995732,"rs6781474"
3,80091199,"rs78929041"
3,80120173,"rs34906661"
3,80158050,"rs9850068"
3,80233829,"rs12629326"
3,80428073,"rs34047942"
3,80436206,"rs6770791"
3,80463542,"rs9854635"
3,80486358,"rs35084819"
3,80496878,"rs35069096"
3,80526066,"rs141496221"
3,80564637,"rs13072286"
3,80590582,"rs11344253"
3,80609536,"rs34228950"
3,80613311,"rs2056163"
3,80622234,"rs13059331"
3,80691214,"rs2099563"
3,80703695,"rs1607757"
3,80725196,"rs7651375"
3,80762902,"rs55772209"
3,80772194,"rs138643769"
3,80924189,"rs17280627"
3,81003318,"rs2639257"
3,81036241,"rs13072033"
3,81143540,"rs7648814"
3,81156308,"rs899064"
3,81163991,"rs6789650"
3,81188868,"rs1381995"
3,81207717,"rs9843540"
3,81228979,"rs71633665"
3,81243928,"rs11127732"
3,81287083,"rs13075105"
3,81342363,"rs7620589"
3,81378666,"rs275360"
3,81541412,"rs11359773"
3,81619961,"rs17019127"
3,81684945,"rs3772899"
3,81695849,"rs3849573"
3,81761618,"rs78982329"
3,81926497,"rs6548780"
3,81990273,"rs9811625"
3,82209349,"rs76389875"
3,82241239,"rs13078012"
3,82351549,"rs9848200"
3,82358653,"rs201988622"
3,82462694,"rs9870774"
3,82475943,"rs12630143"
3,82501141,"rs78386843"
3,82515757,"rs76851376"
3,82541551,"rs75833240"
3,82545887,"rs11307512"
3,82561802,"rs9844327"
3,82581573,"rs78481948"
3,82584986,"rs190170426"
3,82619384,"rs834875"
3,82629864,"rs13072185"
3,82654941,"rs2616377"
3,82660125,"rs115261354"
3,82678257,"rs1007413"
3,82754498,"rs75397509"
3,82806022,"rs12492207"
3,82816781,"rs7639964"
3,82852849,"rs1496608"
3,82873004,"rs13325164"
3,82892888,"rs1496619"
3,82930165,"rs80004523"
3,82932268,"rs7633199"
3,82937461,"rs7627065"
3,82977258,"rs11705901"
3,83082533,"rs73119795"
3,83088128,"rs10212292"
3,83183048,"rs79880905"
3,83456649,"rs67529822"
3,83458650,"rs1376960"
3,83504755,"rs6801156"
3,83560167,"rs4856461"
3,83639809,"rs6548898"
3,83649818,"rs1880464"
3,83721187,"rs73123647"
3,83726474,"rs6776421"
3,83826812,"rs34612120"
3,83849088,"rs200644754"
3,83864259,"rs11305741"
3,83899972,"rs144483333"
3,84008739,"rs1609243"
3,84123546,"rs11350794"
3,84171205,"rs62254580"
3,84186854,"rs62254589"
3,84246178,"rs58465154"
3,84276341,"rs4856500"
3,84367818,"rs79927621"
3,84389624,"rs56220606"
3,84436406,"rs6772377"
3,84516637,"rs147966482"
3,84532989,"rs1960618"
3,84538983,"rs62254710"
3,84573720,"rs4856256"
3,84652323,"rs4370044"
3,84779599,"rs74442312"
3,84807997,"rs2647714"
3,84812060,"rs115512104"
3,84902756,"rs1691490"
3,84914351,"rs1909306"
3,84916958,"rs1498659"
3,84934070,"rs78232954"
3,85029433,"rs17420520"
3,85212234,"rs9813787"
3,85353817,"rs12491020"
3,85367233,"rs9870448"
3,85532235,"rs17516284"
3,85553306,"rs5850693"
3,85566830,"rs10511081"
3,85659926,"rs77566799"
3,85669154,"rs4312666"
3,85809711,"rs148537717"
3,86217749,"rs12489289"
3,86229058,"rs13077697"
3,86232504,"rs7610076"
3,86338356,"rs2201580"
3,86374512,"rs17360743"
3,86386058,"rs9859509"
3,86423505,"rs60279733"
3,86492880,"rs9847042"
3,86529660,"rs7648053"
3,86678651,"rs6797504"
3,86734144,"rs893166"
3,86873044,"rs7433355"
3,86879608,"rs7630422"
3,87019001,"rs149915123"
3,87021523,"rs147080240"
3,87051296,"rs9831869"
3,87172811,"rs1471961"
3,87194532,"rs73146571"
3,87293060,"rs300991"
3,87346360,"rs13090071"
3,87356453,"rs2131849"
3,87420017,"rs7428412"
3,87482744,"rs6767280"
3,87487580,"rs9858990"
3,87507502,"rs9813658"
3,87515026,"rs2063318"
3,87516474,"rs1912250"
3,87570820,"rs12497283"
3,87599612,"rs7624533"
3,87615755,"rs79249700"
3,87632880,"rs6798732"
3,87680124,"rs144564051"
3,87704060,"rs80075447"
3,87767848,"rs79542873"
3,87771958,"rs4362744"
3,87798682,"rs56169023"
3,87813776,"rs1602154"
3,87949013,"rs6551259"
3,88029162,"rs11717413"
3,88032715,"rs11128019"
3,88066578,"rs28493872"
3,88089942,"rs62265548"
3,88177012,"rs200837653"
3,88187283,"rs79223829"
3,88336042,"rs9854569"
3,88399785,"rs9310082"
3,88428235,"rs73134445"
3,88497201,"rs13079710"
3,88498832,"rs13086817"
3,88525634,"rs7432910"
3,88552927,"rs140198837"
3,88659776,"rs1995014"
3,88714681,"rs1587152"
3,88765984,"rs12633508"
3,88777079,"rs34692745"
3,88834171,"rs7433980"
3,88870257,"rs182680973"
3,88904557,"rs13092142"
3,88924160,"rs12053823"
3,88978505,"rs9829987"
3,88990606,"rs4855822"
3,89073882,"rs9830727"
3,89102477,"rs71322851"
3,89166850,"rs6551400"
3,89175109,"rs9834433"
3,89318084,"rs35529725"
3,89393218,"rs6782527"
3,89474905,"rs73139125"
3,89480906,"rs7650184"
3,89499092,"rs73146950"
3,89519271,"rs149898163"
3,89596391,"rs1520596"
3,89638781,"rs181685564"
3,89740980,"rs79233031"
3,89962952,"rs55787722"
3,89982391,"rs13325347"
3,90017272,"rs9868785"
3,90313718,"rs149438476"
3,93956370,"rs6764203"
3,94227256,"rs13100852"
3,94232511,"rs6802421"
3,94254983,"rs13098551"
3,94287398,"rs9819555"
3,94310246,"rs34253308"
3,94315091,"rs1598243"
3,94376861,"rs56853116"
3,94379713,"rs13322921"
3,94390752,"rs13075624"
3,94426081,"rs9864021"
3,94570639,"rs4462966"
3,94615983,"rs11919270"
3,94783200,"rs4461421"
3,94798620,"rs9846009"
3,94850000,"rs201876914"
3,95030535,"rs3866325"
3,95078877,"rs73165395"
3,95085149,"rs3849432"
3,95094208,"rs35165614"
3,95103676,"rs11712972"
3,95175390,"rs59667473"
3,95183225,"rs6805987"
3,95187387,"rs77079054"
3,95202926,"rs6776039"
3,95207493,"rs58075069"
3,95209596,"rs201902557"
3,95278747,"rs66841653"
3,95284223,"rs149111509"
3,95291459,"rs2311285"
3,95310863,"rs35375553"
3,95372560,"rs73182760"
3,95439498,"rs6437850"
3,95477676,"rs145624459"
3,95482994,"rs7636645"
3,95557567,"rs13095621"
3,95680292,"rs6438019"
3,95698108,"rs12488156"
3,95730170,"rs202207677"
3,95814018,"rs11383844"
3,95829328,"rs12054474"
3,95830423,"rs71326886"
3,95948018,"rs6790268"
3,96006515,"rs4588381"
3,96051190,"rs6438270"
3,96057308,"rs7638280"
3,96076431,"rs4390941"
3,96106634,"rs13085875"
3,96117257,"rs2325866"
3,96189327,"rs202169310"
3,96193244,"rs4857185"
3,96227105,"rs9865147"
3,96307401,"rs1514443"
3,96697475,"rs2089441"
3,97048898,"rs2856478"
3,97058915,"rs9877403"
3,97081285,"rs9867088"
3,97084116,"rs200126444"
3,97217157,"rs1500702"
3,97418317,"rs3886994"
3,97494614,"rs9875591"
3,97825650,"rs13066996"
3,97896485,"rs1876193"
3,97900153,"rs5851084"
3,97973518,"rs9854750"
3,98003767,"rs79852770"
3,98044769,"rs832058"
3,98195423,"rs6809633"
3,98200413,"rs13080640"
3,98219985,"rs11720035"
3,98224036,"rs12638958"
3,98357689,"rs56131505"
3,98495897,"rs35455360"
3,98506452,"rs145111761"
3,98523739,"rs17523196"
3,98596361,"rs1350793"
3,98681437,"rs183061330"
3,98688088,"rs12496730"
3,98767367,"rs72932678"
3,98784931,"rs999147"
3,98876865,"rs2470857"
3,98903808,"rs9289685"
3,98988676,"rs35216455"
3,98993270,"rs11716007"
3,99037931,"rs7374178"
3,99078960,"rs1524226"
3,99121379,"rs2948602"
3,99169278,"rs115959186"
3,99234845,"rs201964729"
3,99295821,"rs974686"
3,99422650,"rs2245932"
3,99440302,"rs6804624"
3,99511546,"rs12496937"
3,99649182,"rs17777228"
3,99700876,"rs1610258"
3,99913414,"rs13096116"
3,99960098,"rs62283538"
3,99966841,"rs4928149"
3,100082783,"rs13069311"
3,100092708,"rs13323143"
3,100153596,"rs140502556"
3,100202764,"rs2178397"
3,100299710,"rs11924911"
3,100345160,"rs395399"
3,100370377,"rs73150325"
3,100381929,"rs35387282"
3,100422869,"rs4928125"
3,100482536,"rs11922527"
3,100511822,"rs143867618"
3,100570286,"rs7432710"
3,100587045,"rs9874401"
3,100722871,"rs1144107"
3,100726310,"rs7637250"
3,100760582,"rs7628413"
3,100786047,"rs35466990"
3,100815721,"rs17337991"
3,100852648,"rs4928089"
3,100866849,"rs3732899"
3,100879493,"rs4328836"
3,100900915,"rs4928096"
3,100913570,"rs981894"
3,101077525,"rs6441568"
3,101123195,"rs13099410"
3,101127213,"rs77102268"
3,101184566,"rs348887"
3,101226588,"rs488679"
3,101327062,"rs63482"
3,101350028,"rs2682386"
3,101367630,"rs11707689"
3,101494108,"rs3846089"
3,101512089,"rs12630796"
3,101548540,"rs13062095"
3,101588154,"rs11708845"
3,101613884,"rs6771590"
3,101627188,"rs12639028"
3,101642661,"rs7645391"
3,101787100,"rs13090844"
3,102008529,"rs9828896"
3,102027182,"rs76567781"
3,102035537,"rs708232"
3,102054983,"rs771808"
3,102146077,"rs9840675"
3,102153421,"rs74704137"
3,102162928,"rs2619285"
3,102265843,"rs7625010"
3,102447657,"rs9861348"
3,102502675,"rs4683838"
3,102632501,"rs1296063"
3,102844643,"rs9831716"
3,102871518,"rs1660515"
3,102898843,"rs1151302"
3,103042359,"rs1515525"
3,103076167,"rs66640216"
3,103111231,"rs1902759"
3,103182065,"rs35997454"
3,103211531,"rs9880314"
3,103242910,"rs10937345"
3,103252950,"rs71317725"
3,103259433,"rs4856139"
3,103288854,"rs6441723"
3,103408693,"rs66692398"
3,103467773,"rs9290938"
3,103498407,"rs141339607"
3,103532263,"rs72957914"
3,103545777,"rs72957924"
3,103590109,"rs12107186"
3,103711151,"rs9291038"
3,103747765,"rs2608430"
3,103750485,"rs3933761"
3,103863993,"rs35669884"
